company_name,owner_name,trade_type,location,website_url,overall_rating,review_count,phone,verification_status,services,coverage_area,member_since,profile_url,source_platform
GEF Services,,Flat Pack Assembly,,,5,18,,,,,,https://www.myjobquote.co.uk/t/gef-services,myjobquote
Gergely Gyurka,,Flat Pack Assembly,,,5,12,,ID Checked,,,Mar 2024,https://www.myjobquote.co.uk/t/gergely-gyurka,myjobquote
David,,Flat Pack Assembly,,,5,8,,Public Liability Insurance,,,Apr 2025,https://www.myjobquote.co.uk/t/david-303,myjobquote
NEUBUILDs,,Flat Pack Assembly,,,5,5,,ID Checked,,,Jan 2025,https://www.myjobquote.co.uk/t/neubuilds,myjobquote
Jorge,,Flat Pack Assembly,,,5,3,,ID Checked,,,Jan 2026,https://www.myjobquote.co.uk/t/jorge-15,myjobquote
Fayz Service,,Flat Pack Assembly,,,5,2,,ID Checked,,,Jan 2026,https://www.myjobquote.co.uk/t/fayz-service-1,myjobquote
Salbas ltd,,Flat Pack Assembly,,,5,24,,ID Checked,,,Feb 2026,https://www.myjobquote.co.uk/t/salbas-ltd,myjobquote
Anadimukt construction,,Flat Pack Assembly,,,5,6,,ID Checked,,,Oct 2021,https://www.myjobquote.co.uk/t/anadimukt-construction,myjobquote
Steve & Dean,,Flat Pack Assembly,,,5,3,,ID Checked,,,Dec 2024,https://www.myjobquote.co.uk/t/steve-dean,myjobquote
Mavazi builds consultation,,Flat Pack Assembly,,,5,3,,ID Checked,,,Feb 2024,https://www.myjobquote.co.uk/t/mavazi-builds-consultation,myjobquote
Rays Reno,,Flat Pack Assembly,,,5,2,,ID Checked,,,Feb 2025,https://www.myjobquote.co.uk/t/rays-reno,myjobquote
Janos Hodoroga,,Flat Pack Assembly,,,5,1,,ID Checked,,,Dec 2025,https://www.myjobquote.co.uk/t/janos-hodoroga,myjobquote
Leadbeater Solutions Ltd,,Flat Pack Assembly,,,5,8,,Public Liability Insurance,,,Jun 2025,https://www.myjobquote.co.uk/t/leadbeater-solutions-ltd,myjobquote
Perfect,,Flat Pack Assembly,,,5,1,,Public Liability Insurance,,,Jan 2025,https://www.myjobquote.co.uk/t/perfect-1,myjobquote
PHMMOT,,Flat Pack Assembly,,,5,21,,ID Checked,,,Jul 2024,https://www.myjobquote.co.uk/t/phmmot,myjobquote
Matthew John,,Flat Pack Assembly,,,5,14,,ID Checked,,,Jul 2023,https://www.myjobquote.co.uk/t/matthew-john,myjobquote
Eraldo,,Flat Pack Assembly,,,5,7,,ID Checked,,,Jun 2024,https://www.myjobquote.co.uk/t/eraldo-2,myjobquote
Reza.k,,Flat Pack Assembly,,,5,4,,ID Checked,,,Sep 2025,https://www.myjobquote.co.uk/t/rezak,myjobquote
Evaldas Radavicius,,Flat Pack Assembly,,,5,10,,ID Checked,,,Sep 2025,https://www.myjobquote.co.uk/t/evaldas-radavicius,myjobquote
GHK Trade Ltd,,Flat Pack Assembly,,,5,5,,ID Checked,,,Oct 2021,https://www.myjobquote.co.uk/t/ghk-trade-ltd,myjobquote
Amar Hazzard,,Flat Pack Assembly,,,5,1,,,,,,https://www.myjobquote.co.uk/t/amar-hazzard,myjobquote
No Terms and Conditions,,Flat Pack Assembly,,,5,1,,ID Checked,,,Feb 2026,https://www.myjobquote.co.uk/t/no-terms-and-conditions,myjobquote
coope,,Flat Pack Assembly,,,5,1,,ID Checked,,,Dec 2025,https://www.myjobquote.co.uk/t/coope,myjobquote
Robert,,Flat Pack Assembly,,,5,26,,ID Checked; Public Liability Insurance,,,Feb 2026,https://www.myjobquote.co.uk/t/robert-152,myjobquote
KS Furniture Assembly,,Flat Pack Assembly,,,5,23,,ID Checked,,,Apr 2024,https://www.myjobquote.co.uk/t/ks-furniture-assembly,myjobquote
Higgins&Coltd,,Flat Pack Assembly,,,5,19,,ID Checked,,,May 2024,https://www.myjobquote.co.uk/t/higginscoltd,myjobquote
Manuka construction,,Flat Pack Assembly,,,5,15,,ID Checked,,,Jan 2022,https://www.myjobquote.co.uk/t/manuka-construction,myjobquote
Amaizing Skills LTD,,Flat Pack Assembly,,,5,7,,ID Checked,,,Dec 2019,https://www.myjobquote.co.uk/t/amaizing-skills-ltd,myjobquote
Fast Building 2020,,Flat Pack Assembly,,,5,5,,ID Checked,,,Jan 2025,https://www.myjobquote.co.uk/t/fast-building-2020,myjobquote
BETTABUILDERS,,Flat Pack Assembly,,,5,3,,ID Checked,,,Apr 2024,https://www.myjobquote.co.uk/t/bettabuilders,myjobquote
BHS Contractors,,Flat Pack Assembly,,,5,3,,ID Checked,,,Dec 2025,https://www.myjobquote.co.uk/t/bhs-contractors,myjobquote
GFARRELLLTD,,Flat Pack Assembly,,,5,2,,ID Checked,,,Feb 2026,https://www.myjobquote.co.uk/t/gfarrellltd,myjobquote
Sam’s Flooring,,Flat Pack Assembly,,,5,2,,Public Liability Insurance,,,Oct 2025,https://www.myjobquote.co.uk/t/sams-flooring,myjobquote
Jdrive,,Flat Pack Assembly,,,5,2,,ID Checked,,,Dec 2025,https://www.myjobquote.co.uk/t/jdrive,myjobquote
Romega handyman service,,Flat Pack Assembly,,,5,1,,ID Checked,,,Dec 2025,https://www.myjobquote.co.uk/t/romega-handyman-service,myjobquote
MrHandyman,,Flat Pack Assembly,,,5,1,,ID Checked,,,Oct 2025,https://www.myjobquote.co.uk/t/mrhandyman-1,myjobquote
Handyman,,Flat Pack Assembly,,,5,1,,ID Checked,,,Feb 2026,https://www.myjobquote.co.uk/t/handyman-662,myjobquote
FITTINITOUT,,Flat Pack Assembly,,,5,1,,ID Checked,,,Feb 2026,https://www.myjobquote.co.uk/t/fittinitout,myjobquote
Teser,,Flat Pack Assembly,,,5,18,,ID Checked,,,Dec 2024,https://www.myjobquote.co.uk/t/teser,myjobquote
Elite building facilities LTD,,Flat Pack Assembly,,,5,7,,ID Checked,,,Apr 2023,https://www.myjobquote.co.uk/t/elite-building-facilities-ltd,myjobquote
Reenew Handyman,,Flat Pack Assembly,,,4.3,6,,,,,,https://www.myjobquote.co.uk/t/reenew-handyman,myjobquote
A TO Z SERVICES,,Flat Pack Assembly,,,5,4,,ID Checked,,,Jan 2025,https://www.myjobquote.co.uk/t/a-to-z-services,myjobquote
K&S London builders,,Flat Pack Assembly,,,5,3,,ID Checked,,,Mar 2017,https://www.myjobquote.co.uk/t/ks-london-builders,myjobquote
