company_name,owner_name,trade_type,location,website_url,overall_rating,review_count,phone,verification_status,services,coverage_area,member_since,profile_url,source_platform
Sashrose Builders,,Bricklayer,,,5,5,07418362013,ID Checked,,,,https://www.myjobquote.co.uk/t/sashrose-builders,myjobquote
Local bricklayer,,Bricklayer,,,5,3,,ID Checked,,,Jul 2021,https://www.myjobquote.co.uk/t/local-bricklayer,myjobquote
Sigma construction services uk ltd,,Bricklayer,,,5,2,,ID Checked; Public Liability Insurance,,,2024,https://www.myjobquote.co.uk/t/sigma-construction-services-uk-ltd,myjobquote
CRYSTOFOR TRADING LIMITED,,Bricklayer,,,5,2,07418365405,ID Checked,,,Nov 2022,https://www.myjobquote.co.uk/t/crystofor-trading-limited,myjobquote
Building for perfection,,Bricklayer,,,5,1,,ID Checked,,,Sep 2025,https://www.myjobquote.co.uk/t/building-for-perfection,myjobquote
Stefan Construct Gardens,,Bricklayer,,,4,70,,ID Checked,,,2014,https://www.myjobquote.co.uk/t/stefan-construct-gardens,myjobquote
EK Building Construction,,Bricklayer,,,5,8,,ID Checked,,,2015,https://www.myjobquote.co.uk/t/ek-building-construction,myjobquote
Nrs roofing services,,Bricklayer,,,5,1,07418317352,ID Checked,,,2012,https://www.myjobquote.co.uk/t/nrs-roofing-services,myjobquote
STORM GUARD ROOFING & BUILDING LTD,,Bricklayer,,,5,9,07418369101,ID Checked,,,2023,https://www.myjobquote.co.uk/t/storm-guard-roofing-building-ltd,myjobquote
Tuti Builders,,Bricklayer,,,4,6,07418340400,ID Checked,,,2018,https://www.myjobquote.co.uk/t/tuti-builders,myjobquote
Ian ware,,Bricklayer,,,5,20,,ID Checked,,,Jul 2025,https://www.myjobquote.co.uk/t/ian-ware,myjobquote
Prestige brickwork,,Bricklayer,,,5,1,,ID Checked,,,Jan 2019,https://www.myjobquote.co.uk/t/prestige-brickwork-2,myjobquote
Sharpz,,Bricklayer,,,5,1,,ID Checked,,,Mar 2025,https://www.myjobquote.co.uk/t/sharpz,myjobquote
A&E TITANS,,Bricklayer,,,5,1,,ID Checked,,,2025,https://www.myjobquote.co.uk/t/ae-titans,myjobquote
Jack chapman,,Bricklayer,,,5,2,,ID Checked,,,2024,https://www.myjobquote.co.uk/t/jack-chapman-1,myjobquote
Brick surgeon,,Bricklayer,,,5,2,,ID Checked,,,2010,https://www.myjobquote.co.uk/t/brick-surgeon,myjobquote
"Brickworth Landscaping, Masonry & Construction",,Bricklayer,,,4.9,12,,ID Checked,,,2002,https://www.myjobquote.co.uk/t/brickworth-landscaping-masonry-construction,myjobquote
Bestbuild,,Bricklayer,,,1,2,,ID Checked,,,1994,https://www.myjobquote.co.uk/t/bestbuild,myjobquote
Ace 1 brickwork/garden clearance,,Bricklayer,,,3,1,,ID Checked,,,2023,https://www.myjobquote.co.uk/t/ace-1-brickworkgarden-clearance,myjobquote
LNK BRICKWORK,,Bricklayer,,,4.68,0,,ID Checked,,,Jul 2020,https://www.myjobquote.co.uk/t/lnk-brickwork,myjobquote
Quoin Brickwork,,Bricklayer,,,4.68,0,,,,,Jan 2024,https://www.myjobquote.co.uk/t/quoin-brickwork,myjobquote
James,,Bricklayer,,,4.68,0,,,,,Jan 2024,https://www.myjobquote.co.uk/t/james-245,myjobquote
James,,Bricklayer,,,4.68,0,,,,,Sep 2024,https://www.myjobquote.co.uk/t/d-w-brickwork,myjobquote
D W brickwork,,Bricklayer,,,4.68,0,,ID Checked,,,Aug 2023,https://www.myjobquote.co.uk/t/cristian-ionut,myjobquote
Best bricky,,Bricklayer,,,4.68,0,,Public Liability Insurance,,,Jan 2019,https://www.myjobquote.co.uk/t/best-bricky,myjobquote
smiller,,Bricklayer,,,4.68,0,,Public Liability Insurance,,,Feb 2022,https://www.myjobquote.co.uk/t/smiller,myjobquote
smiller,,Bricklayer,,,4.68,0,,ID Checked,,,2024,https://www.myjobquote.co.uk/t/av-refurbishment-specialist,myjobquote
Alijaj Brickwork,,Bricklayer,,,4.68,0,,ID Checked,,,Apr 2024,https://www.myjobquote.co.uk/t/alijaj-brickwork,myjobquote
Alijaj Brickwork,,Bricklayer,,,4.68,0,,ID Checked,,,2002,https://www.myjobquote.co.uk/t/cjc-building,myjobquote
Jemaxia,,Bricklayer,,,4.68,0,,ID Checked,,,Aug 2022,https://www.myjobquote.co.uk/t/jemaxia,myjobquote
Jemaxia,,Bricklayer,,,4.68,0,,ID Checked,,,2005,https://www.myjobquote.co.uk/t/lucas-sons,myjobquote
Self Employed,,Bricklayer,,,4.68,0,,ID Checked,,,Mar 2021,https://www.myjobquote.co.uk/t/self-employed-410,myjobquote
Self Employed,,Bricklayer,,,4.68,0,,ID Checked,,,Jun 2021,https://www.myjobquote.co.uk/t/sadhu-singh,myjobquote
SW brickwork,,Bricklayer,,,4.68,0,,ID Checked,,,Jun 2023,https://www.myjobquote.co.uk/t/sw-brickwork-1,myjobquote
SW brickwork,,Bricklayer,,,4.68,0,,,,,Jan 2025,https://www.myjobquote.co.uk/t/leehalloran,myjobquote
Leehalloran,,Bricklayer,,,4.68,0,,ID Checked,,,1999,https://www.myjobquote.co.uk/t/pgbuilders,myjobquote
