company_name,owner_name,trade_type,location,website_url,overall_rating,review_count,phone,verification_status,services,coverage_area,member_since,profile_url,source_platform
Bright Day Services,,Fascias Soffits Cladding,,,5,33,07441473219,ID Checked,,,2015,https://www.myjobquote.co.uk/t/bright-day-services,myjobquote
Fox CONTRACTS,,Fascias Soffits Cladding,,,5,6,07418317065,ID Checked,,,1982,https://www.myjobquote.co.uk/t/fox-contracts,myjobquote
Aspects Roofing & Building,,Fascias Soffits Cladding,,,5,4,,ID Checked,,,2015,https://www.myjobquote.co.uk/t/aspects-roofing-building,myjobquote
Shield roofing & build,,Fascias Soffits Cladding,,,4,1,,ID Checked,,,Sep 2025,https://www.myjobquote.co.uk/t/shield-roofing-build,myjobquote
Nuaj construction,,Fascias Soffits Cladding,,,4,38,07418341696,ID Checked,,,2022,https://www.myjobquote.co.uk/t/nuaj-construction,myjobquote
Truetop Roofing Ltd,,Fascias Soffits Cladding,,,5,8,,ID Checked,,,2010,https://www.myjobquote.co.uk/t/truetop-roofing-ltd,myjobquote
BROMLEY ROOFER LTD,,Fascias Soffits Cladding,,,5,2,07418360547,ID Checked,,,Mar 2025,https://www.myjobquote.co.uk/t/bromley-roofer-ltd,myjobquote
Thomas ball property services,,Fascias Soffits Cladding,,,5,19,07441440879,ID Checked,,,1999,https://www.myjobquote.co.uk/t/thomas-ball-property-services-1,myjobquote
London Town Roofing,,Fascias Soffits Cladding,,,5,8,,ID Checked,,,1987,https://www.myjobquote.co.uk/t/london-town-roofing,myjobquote
Executive roofing and building services,,Fascias Soffits Cladding,,,5,7,,ID Checked,,,Feb 2024,https://www.myjobquote.co.uk/t/executive-roofing-and-building-services,myjobquote
to repair and installation,,Fascias Soffits Cladding,,,5,6,07418367597,ID Checked,,,2025,https://www.myjobquote.co.uk/t/to-repair-and-installation,myjobquote
Hoodrich Roofing,,Fascias Soffits Cladding,,,4,5,,ID Checked,,,2014,https://www.myjobquote.co.uk/t/hoodrich-roofing,myjobquote
Hybrid Roofing,,Fascias Soffits Cladding,,,5,4,,ID Checked; Public Liability Insurance,,,Aug 2025,https://www.myjobquote.co.uk/t/hybrid-roofing,myjobquote
SD Roofing & Building Ltd,,Fascias Soffits Cladding,,,5,4,,ID Checked,,,2020,https://www.myjobquote.co.uk/t/sd-roofing-building-ltd-1,myjobquote
Roof MOT Limited,,Fascias Soffits Cladding,,,4,4,,ID Checked,,,1955,https://www.myjobquote.co.uk/t/roof-mot-limited,myjobquote
Goldstar roofing uk Ltd,,Fascias Soffits Cladding,,,5,3,,ID Checked,,,1987,https://www.myjobquote.co.uk/t/goldstar-roofing-uk-ltd,myjobquote
Low cost roofing ltd,,Fascias Soffits Cladding,,,5,2,,ID Checked,,,Jun 2019,https://www.myjobquote.co.uk/t/low-cost-roofing-ltd,myjobquote
heritage roof and build,,Fascias Soffits Cladding,,,5,1,,ID Checked,,,2026,https://www.myjobquote.co.uk/t/heritage-roof-and-build,myjobquote
CSFROOFING LTD,,Fascias Soffits Cladding,,,5,6,,ID Checked; Public Liability Insurance,,,2023,https://www.myjobquote.co.uk/t/csfroofing-ltd,myjobquote
Shooter’s Hill roofing & building,,Fascias Soffits Cladding,,,5,4,,ID Checked,,,2024,https://www.myjobquote.co.uk/t/shooters-hill-roofing-building,myjobquote
J&B Roofing,,Fascias Soffits Cladding,,,5,3,,ID Checked,,,2022,https://www.myjobquote.co.uk/t/jb-roofing-14,myjobquote
The L&C Group Ltd,,Fascias Soffits Cladding,,,5,3,,ID Checked,,,2000,https://www.myjobquote.co.uk/t/the-lc-group-ltd,myjobquote
HighRise Roofing&Building,,Fascias Soffits Cladding,,,5,2,,ID Checked,,,2018,https://www.myjobquote.co.uk/t/highrise-roofingbuilding,myjobquote
Lewis & Sons Home Improvements Ltd,,Fascias Soffits Cladding,,,5,2,,ID Checked,,,May 2025,https://www.myjobquote.co.uk/t/lewis-sons-home-improvements-ltd,myjobquote
UK ROOFING CONTRACTORS LIMITED,,Fascias Soffits Cladding,,,4,1,,ID Checked,,,2018,https://www.myjobquote.co.uk/t/uk-roofing-contractors-limited-1,myjobquote
W.martin roofing&contractors ltd,,Fascias Soffits Cladding,,,5,1,,ID Checked,,,Jul 2023,https://www.myjobquote.co.uk/t/wmartin-roofingcontractors-ltd,myjobquote
Complex roofing & general maintenance,,Fascias Soffits Cladding,,,5,1,,ID Checked,,,2019,https://www.myjobquote.co.uk/t/complex-roofing-general-maintenance,myjobquote
21st Century Roofing,,Fascias Soffits Cladding,,,5,1,,ID Checked,,,Sep 2025,https://www.myjobquote.co.uk/t/21st-century-roofing,myjobquote
