company_name,owner_name,trade_type,location,website_url,overall_rating,review_count,phone,verification_status,services,coverage_area,member_since,profile_url,source_platform
Clark Gas Services,,Heating Engineer,,,4.9,36,,ID Checked,,,2019,https://www.myjobquote.co.uk/t/clark-gas-services,myjobquote
Prestige Plumbers,,Heating Engineer,,,5,31,,ID Checked,,,2015,https://www.myjobquote.co.uk/t/prestige-plumbers,myjobquote
Silver Cloud Services,,Heating Engineer,,,4,28,07418365726,ID Checked; Public Liability Insurance,,,2013,https://www.myjobquote.co.uk/t/silver-cloud-services,myjobquote
Prostar Plumbing Services,,Heating Engineer,,,5,20,07451260949,ID Checked,,,2024,https://www.myjobquote.co.uk/t/prostar-plumbing-services,myjobquote
Gsafe Plumbing&Heating Exclusive Limited,,Heating Engineer,,,5,20,,ID Checked,,,2024,https://www.myjobquote.co.uk/t/gsafe-plumbingheating-exclusive-limited,myjobquote
Ayoubi&#039;s Dream Bathroom,,Heating Engineer,,,5,17,,ID Checked,,,2000,https://www.myjobquote.co.uk/t/ayoubis-dream-bathroom,myjobquote
Heat+,,Heating Engineer,,,5,11,07451260899,ID Checked,,,2013,https://www.myjobquote.co.uk/t/heat,myjobquote
Piotr Trojszczak,,Heating Engineer,,,5,10,,ID Checked; Public Liability Insurance,,,1999,https://www.myjobquote.co.uk/t/piotr-trojszczak,myjobquote
Pierce Project Ltd,,Heating Engineer,,,5,9,,ID Checked,,,2005,https://www.myjobquote.co.uk/t/pierce-project-ltd,myjobquote
Paceheating&plumbing,,Heating Engineer,,,5,8,,ID Checked; Public Liability Insurance,,,2017,https://www.myjobquote.co.uk/t/paceheatingplumbing,myjobquote
HPlumbingandGas,,Heating Engineer,,,4,7,,ID Checked,,,Oct 2019,https://www.myjobquote.co.uk/t/hplumbingandgas,myjobquote
Austin Ehibochie,,Heating Engineer,,,5,6,,ID Checked,,,Dec 2023,https://www.myjobquote.co.uk/t/austin-ehibochie,myjobquote
Brit x plumber,,Heating Engineer,,,5,6,,ID Checked,,,Jan 2026,https://www.myjobquote.co.uk/t/brit-x-plumber,myjobquote
inFinnerty Gas Limited,,Heating Engineer,,,5,5,,ID Checked; Public Liability Insurance,,,2026,https://www.myjobquote.co.uk/t/infinnerty-gas-limited,myjobquote
Blue flame cms ltd,,Heating Engineer,,,5,4,,ID Checked,,,Jan 2026,https://www.myjobquote.co.uk/t/blue-flame-cms-ltd,myjobquote
D Burgess Domestic Gas & Htg,,Heating Engineer,,,5,4,,ID Checked,,,2025,https://www.myjobquote.co.uk/t/d-burgess-domestic-gas-htg,myjobquote
C & C Plumbing  & Heating,,Heating Engineer,,,5,2,,ID Checked,,,1986,https://www.myjobquote.co.uk/t/c-c-plumbing-heating,myjobquote
Platinum Gas Solutions Ltd,,Heating Engineer,,,5,2,,ID Checked; Public Liability Insurance,,,Jun 2025,https://www.myjobquote.co.uk/t/platinum-gas-solutions-ltd,myjobquote
Big Boss Property services ltd,,Heating Engineer,,,5,2,,ID Checked; Public Liability Insurance,,,Jun 2025,https://www.myjobquote.co.uk/t/big-boss-property-services-ltd,myjobquote
London Heating Solutions,,Heating Engineer,,,4,1,,ID Checked,,,Feb 2026,https://www.myjobquote.co.uk/t/london-heating-solutions,myjobquote
NW Services,,Heating Engineer,,,4.8,11,,ID Checked,,,,https://www.myjobquote.co.uk/t/nw-services,myjobquote
"JS Plumbing, Heating and Gas Services",,Heating Engineer,,,5,7,,ID Checked,,,1900,https://www.myjobquote.co.uk/t/js-plumbing-heating-and-gas-services,myjobquote
24hr plumbing,,Heating Engineer,,,5,6,,ID Checked,,,Mar 2020,https://www.myjobquote.co.uk/t/24hr-plumbing-1,myjobquote
758 Heating Solutions Ltd,,Heating Engineer,,,5,2,,ID Checked,,,Jul 2024,https://www.myjobquote.co.uk/t/758-heating-solutions-ltd,myjobquote
Gas Tech Plumbing Ltd,,Heating Engineer,,,5,2,,ID Checked,,,2021,https://www.myjobquote.co.uk/t/gas-tech-plumbing-ltd,myjobquote
Jimgos,,Heating Engineer,,,5,159,07441446263,ID Checked,,,1970,https://www.myjobquote.co.uk/t/jimgos,myjobquote
BB Brick & Beam Construction Ltd,,Heating Engineer,,,4,43,,ID Checked; Public Liability Insurance,,,2012,https://www.myjobquote.co.uk/t/bb-brick-beam-construction-ltd,myjobquote
Chosen Plumbing and Heating,,Heating Engineer,,,5,8,07441440799,ID Checked,,,2012,https://www.myjobquote.co.uk/t/chosen-plumbing-and-heating,myjobquote
MS Heating & Plumbing,,Heating Engineer,,,4,8,,ID Checked,,,2008,https://www.myjobquote.co.uk/t/ms-heating-plumbing,myjobquote
Steady Flow Plumbing & Heating Ltd,,Heating Engineer,,,5,3,,ID Checked; Public Liability Insurance,,,2012,https://www.myjobquote.co.uk/t/steady-flow-plumbing-heating-ltd,myjobquote
local plumbers,,Heating Engineer,,,5,1,07418317144,ID Checked,,,Jul 2024,https://www.myjobquote.co.uk/t/local-plumbers-1,myjobquote
Aaron Property Care,,Heating Engineer,,,5,5,,ID Checked,,,1987,https://www.myjobquote.co.uk/t/aaron-property-care,myjobquote
I D Heating,,Heating Engineer,,,5,3,,ID Checked,,,2013,https://www.myjobquote.co.uk/t/i-d-heating-1,myjobquote
Lit Gas,,Heating Engineer,,,5,2,,ID Checked,,,2017,https://www.myjobquote.co.uk/t/lit-gas-1,myjobquote
Briand Jukaj,,Heating Engineer,,,5,2,,ID Checked,,,2014,https://www.myjobquote.co.uk/t/briand-jukaj,myjobquote
Stopleak heating and plumbing,,Heating Engineer,,,5,1,,ID Checked,,,2018,https://www.myjobquote.co.uk/t/stopleak-heating-and-plumbing,myjobquote
High Temp Heating,,Heating Engineer,,,5,1,,ID Checked; Public Liability Insurance,,,2015,https://www.myjobquote.co.uk/t/high-temp-heating,myjobquote
Zeroun Heating Ltd,,Heating Engineer,,,5,17,,ID Checked,,,Jun 2025,https://www.myjobquote.co.uk/t/zeroun-heating-ltd,myjobquote
FTG Exclusives Ltd.,,Heating Engineer,,,5,6,,ID Checked; Public Liability Insurance,,,2024,https://www.myjobquote.co.uk/t/ftg-exclusives-ltd,myjobquote
Euforia Plumbing & Heating Service,,Heating Engineer,,,5,5,,ID Checked,,,2022,https://www.myjobquote.co.uk/t/euforia-plumbing-heating-service,myjobquote
London Gas Services,,Heating Engineer,,,5,3,,ID Checked; Public Liability Insurance,,,2021,https://www.myjobquote.co.uk/t/london-gas-services-1,myjobquote
Gasdoc,,Heating Engineer,,,5,3,,ID Checked,,,Jul 2023,https://www.myjobquote.co.uk/t/gasdoc,myjobquote
Heat Care Installation Ltd,,Heating Engineer,,,5,1,,ID Checked,,,Apr 2024,https://www.myjobquote.co.uk/t/heat-care-installation-ltd,myjobquote
Quality plumbing and heating,,Heating Engineer,,,5,1,,ID Checked,,,Mar 2025,https://www.myjobquote.co.uk/t/quality-plumbing-and-heating,myjobquote
B D plumbing and heating,,Heating Engineer,,,5,3,,ID Checked; Public Liability Insurance,,,2010,https://www.myjobquote.co.uk/t/b-d-plumbing-and-heating-1,myjobquote
Kieran Johnson,,Heating Engineer,,,5,1,,ID Checked,,,Oct 2025,https://www.myjobquote.co.uk/t/kieran-johnson-1,myjobquote
Gas guru&#039;s,,Heating Engineer,,,5,1,,ID Checked,,,Nov 2023,https://www.myjobquote.co.uk/t/gas-gurus,myjobquote
winter blistz construction,,Heating Engineer,,,5,1,,ID Checked,,,Jan 2024,https://www.myjobquote.co.uk/t/winter-blistz-construction,myjobquote
Khanky’s Gas and Heating,,Heating Engineer,,,5,5,,ID Checked,,,2024,https://www.myjobquote.co.uk/t/khankys-gas-and-heating,myjobquote
Bastins Plumbing & Heating,,Heating Engineer,,,4,6,,ID Checked,,,Nov 2024,https://www.myjobquote.co.uk/t/bastins-plumbing-heating,myjobquote
Robert Rainko,,Heating Engineer,,,5,3,,ID Checked,,,Aug 2023,https://www.myjobquote.co.uk/t/robert-rainko,myjobquote
J K Love property maintenance,,Heating Engineer,,,5,89,,ID Checked; Public Liability Insurance,,,2023,https://www.myjobquote.co.uk/t/j-k-love-property-maintenance,myjobquote
