company_name,owner_name,trade_type,location,website_url,overall_rating,review_count,phone,verification_status,services,coverage_area,member_since,profile_url,source_platform
SuperSaints ltd,,Handyman,,,4.9,92,,ID Checked,,,2020,https://www.myjobquote.co.uk/t/supersaints-ltd,myjobquote
Gheorghii,,Handyman,,,5,29,,ID Checked,,,2012,https://www.myjobquote.co.uk/t/gheorghii-1,myjobquote
Conrad Richards-Tavernier,,Handyman,,,5,21,,ID Checked,,,2015,https://www.myjobquote.co.uk/t/conrad-richards-tavernier,myjobquote
GEF Services,,Handyman,,,5,18,,ID Checked,,,2024,https://www.myjobquote.co.uk/t/gef-services,myjobquote
Aurel  All-Construction managmet,,Handyman,,,5,13,,ID Checked,,,2010,https://www.myjobquote.co.uk/t/aurel-all-construction-managmet,myjobquote
Gergely Gyurka,,Handyman,,,5,12,,ID Checked; Public Liability Insurance,,,2023,https://www.myjobquote.co.uk/t/gergely-gyurka,myjobquote
Leadbeater Solutions Ltd,,Handyman,,,5,8,,ID Checked; Public Liability Insurance,,,2015,https://www.myjobquote.co.uk/t/leadbeater-solutions-ltd,myjobquote
David,,Handyman,,,5,8,,ID Checked,,,2020,https://www.myjobquote.co.uk/t/david-303,myjobquote
Mariusz,,Handyman,,,5,8,,ID Checked,,,Jan 2025,https://www.myjobquote.co.uk/t/mariusz-22,myjobquote
Smart clean,,Handyman,,,5,8,07451260890,ID Checked,,,2015,https://www.myjobquote.co.uk/t/smart-clean,myjobquote
NICHELARS,,Handyman,,,5,7,,ID Checked,,,Jan 2025,https://www.myjobquote.co.uk/t/nichelars,myjobquote
Anton quality builders & decorators ltd,,Handyman,,,4,7,,ID Checked,,,2006,https://www.myjobquote.co.uk/t/anton-quality-builders-decorators-ltd,myjobquote
NEUBUILDs,,Handyman,,,5,5,,ID Checked,,,2008,https://www.myjobquote.co.uk/t/neubuilds,myjobquote
LH Services,,Handyman,,,5,5,,ID Checked,,,2002,https://www.myjobquote.co.uk/t/lh-services-4,myjobquote
Blackcatrenovation,,Handyman,,,5,4,,ID Checked,,,2021,https://www.myjobquote.co.uk/t/blackcatrenovation,myjobquote
RD maintenance,,Handyman,,,5,3,,ID Checked; Public Liability Insurance,,,2020,https://www.myjobquote.co.uk/t/rd-maintenance-1,myjobquote
Jorge,,Handyman,,,5,3,,ID Checked,,,2025,https://www.myjobquote.co.uk/t/jorge-15,myjobquote
Arun&#039;s Handyman & Electrical Services,,Handyman,,,5,2,,ID Checked,,,2025,https://www.myjobquote.co.uk/t/aruns-handyman-electrical-services,myjobquote
Fayz Service,,Handyman,,,5,2,,ID Checked,,,Apr 2025,https://www.myjobquote.co.uk/t/fayz-service-1,myjobquote
Leonid Chubko,,Handyman,,,5,1,,ID Checked,,,2025,https://www.myjobquote.co.uk/t/leonid-chubko,myjobquote
A TO Z SERVICES,,Handyman,,,4.8,4,,ID Checked,,,2010,https://www.myjobquote.co.uk/t/a-to-z-services,myjobquote
Timothy Sanderson,,Handyman,,,5,3,,ID Checked,,,1995,https://www.myjobquote.co.uk/t/timothy-sanderson,myjobquote
David Handyman,,Handyman,,,5,2,,ID Checked,,,2013,https://www.myjobquote.co.uk/t/david-handyman,myjobquote
Perfect,,Handyman,,,5,1,07441441596,ID Checked,,,Dec 2024,https://www.myjobquote.co.uk/t/perfect-1,myjobquote
L & A PROPERTY MAINTENANCE,,Handyman,,,5,1,,ID Checked,,,1995,https://www.myjobquote.co.uk/t/l-a-property-maintenance,myjobquote
A koukla’s limited,,Handyman,,,5,1,,ID Checked,,,Jan 2026,https://www.myjobquote.co.uk/t/a-kouklas-limited,myjobquote
Anthony,,Handyman,,,5,1,,ID Checked; Public Liability Insurance,,,2020,https://www.myjobquote.co.uk/t/anthony-144,myjobquote
ALPHA,,Handyman,,,5,1,,ID Checked,,,2025,https://www.myjobquote.co.uk/t/alpha-13,myjobquote
PHMMOT,,Handyman,,,5,21,,ID Checked,,,2020,https://www.myjobquote.co.uk/t/phmmot,myjobquote
Matthew John,,Handyman,,,5,14,,ID Checked,,,2024,https://www.myjobquote.co.uk/t/matthew-john,myjobquote
Regency Quality Building Services /Handyperson Services,,Handyman,,,5,8,,ID Checked,,,1990,https://www.myjobquote.co.uk/t/regency-quality-building-services-handyperson-services,myjobquote
Chipperfield Homes,,Handyman,,,5,7,,ID Checked,,,2018,https://www.myjobquote.co.uk/t/chipperfield-homes,myjobquote
Eraldo,,Handyman,,,5,7,,ID Checked,,,2007,https://www.myjobquote.co.uk/t/eraldo-2,myjobquote
Handyman services,,Handyman,,,5,7,,ID Checked; Public Liability Insurance,,,1983,https://www.myjobquote.co.uk/t/handyman-services-134,myjobquote
EagleEye,,Handyman,,,5,6,,ID Checked,,,Oct 2025,https://www.myjobquote.co.uk/t/eagleeye,myjobquote
Reza.k,,Handyman,,,5,4,,ID Checked,,,May 2023,https://www.myjobquote.co.uk/t/rezak,myjobquote
Zulfikor,,Handyman,,,5,2,,ID Checked,,,2022,https://www.myjobquote.co.uk/t/zulfikor,myjobquote
Shamar,,Handyman,,,5,1,,ID Checked,,,Oct 2025,https://www.myjobquote.co.uk/t/shamar-2,myjobquote
GHK Trade Ltd,,Handyman,,,5,5,,ID Checked,,,2025,https://www.myjobquote.co.uk/t/ghk-trade-ltd,myjobquote
Cristiano Beneti,,Handyman,,,5,5,,ID Checked,,,2020,https://www.myjobquote.co.uk/t/cristiano-beneti,myjobquote
A W Jackson Constrution and Ltd,,Handyman,,,4.5,2,,ID Checked,,,2020,https://www.myjobquote.co.uk/t/a-w-jackson-constrution-and-ltd,myjobquote
DG Facilities Services Ltd,,Handyman,,,4,2,,ID Checked,,,Dec 2023,https://www.myjobquote.co.uk/t/dg-facilities-services-ltd,myjobquote
Mr fixer,,Handyman,,,5,2,,ID Checked,,,Oct 2025,https://www.myjobquote.co.uk/t/mr-fixer-2,myjobquote
Handyman Service,,Handyman,,,5,1,,ID Checked,,,2022,https://www.myjobquote.co.uk/t/handyman-service-23,myjobquote
TONY Ltd,,Handyman,,,5,1,,ID Checked,,,2025,https://www.myjobquote.co.uk/t/tony-ltd-2,myjobquote
Spot On Handyman,,Handyman,,,5,19,,ID Checked; Public Liability Insurance,,,2016,https://www.myjobquote.co.uk/t/spot-on-handyman,myjobquote
Evaldas Radavicius,,Handyman,,,5,10,,ID Checked,,,2022,https://www.myjobquote.co.uk/t/evaldas-radavicius,myjobquote
