company_name,owner_name,trade_type,location,website_url,overall_rating,review_count,phone,verification_status,services,coverage_area,member_since,profile_url,source_platform
Clark Gas Services,,Gas Boiler,,,4.9,36,,ID Checked,,,2019,https://www.myjobquote.co.uk/t/clark-gas-services,myjobquote
Prestige Plumbers,,Gas Boiler,,,5,31,,ID Checked,,,2015,https://www.myjobquote.co.uk/t/prestige-plumbers,myjobquote
Silver Cloud Services,,Gas Boiler,,,4,28,07418365726,ID Checked; Public Liability Insurance,,,2013,https://www.myjobquote.co.uk/t/silver-cloud-services,myjobquote
Prostar Plumbing Services,,Gas Boiler,,,5,20,07451260949,ID Checked,,,2024,https://www.myjobquote.co.uk/t/prostar-plumbing-services,myjobquote
Gsafe Plumbing&Heating Exclusive Limited,,Gas Boiler,,,5,20,,ID Checked,,,2024,https://www.myjobquote.co.uk/t/gsafe-plumbingheating-exclusive-limited,myjobquote
Heat+,,Gas Boiler,,,5,11,07451260899,ID Checked,,,2013,https://www.myjobquote.co.uk/t/heat,myjobquote
Piotr Trojszczak,,Gas Boiler,,,5,10,,ID Checked; Public Liability Insurance,,,1999,https://www.myjobquote.co.uk/t/piotr-trojszczak,myjobquote
Pierce Project Ltd,,Gas Boiler,,,5,9,,ID Checked,,,2005,https://www.myjobquote.co.uk/t/pierce-project-ltd,myjobquote
Paceheating&plumbing,,Gas Boiler,,,5,8,,ID Checked; Public Liability Insurance,,,2017,https://www.myjobquote.co.uk/t/paceheatingplumbing,myjobquote
HPlumbingandGas,,Gas Boiler,,,4,7,,ID Checked,,,Oct 2019,https://www.myjobquote.co.uk/t/hplumbingandgas,myjobquote
Brit x plumber,,Gas Boiler,,,5,6,,ID Checked,,,Dec 2023,https://www.myjobquote.co.uk/t/brit-x-plumber,myjobquote
Austin Ehibochie,,Gas Boiler,,,5,6,,ID Checked,,,Jul 2023,https://www.myjobquote.co.uk/t/austin-ehibochie,myjobquote
inFinnerty Gas Limited,,Gas Boiler,,,5,5,,ID Checked; Public Liability Insurance,,,2026,https://www.myjobquote.co.uk/t/infinnerty-gas-limited,myjobquote
Blue flame cms ltd,,Gas Boiler,,,5,4,,ID Checked,,,Jan 2026,https://www.myjobquote.co.uk/t/blue-flame-cms-ltd,myjobquote
D Burgess Domestic Gas & Htg,,Gas Boiler,,,5,4,,ID Checked,,,2025,https://www.myjobquote.co.uk/t/d-burgess-domestic-gas-htg,myjobquote
Platinum Gas Solutions Ltd,,Gas Boiler,,,5,2,,ID Checked; Public Liability Insurance,,,May 2025,https://www.myjobquote.co.uk/t/platinum-gas-solutions-ltd,myjobquote
Big Boss Property services ltd,,Gas Boiler,,,5,2,,ID Checked; Public Liability Insurance,,,Jun 2025,https://www.myjobquote.co.uk/t/big-boss-property-services-ltd,myjobquote
