company_name,owner_name,trade_type,location,website_url,overall_rating,review_count,phone,verification_status,services,coverage_area,member_since,profile_url,source_platform
v c garden fencing,,Garden Shed Playhouse,,,4.7,26,,ID Checked,,,1988,https://www.myjobquote.co.uk/t/v-c-garden-fencing,myjobquote
OGD Gardening,,Garden Shed Playhouse,,,5,10,,ID Checked,,,2018,https://www.myjobquote.co.uk/t/ogd-gardening,myjobquote
Benjamin Landscapes,,Garden Shed Playhouse,,,5,9,,ID Checked,,,Nov 2022,https://www.myjobquote.co.uk/t/benjamin-landscapes,myjobquote
W A Services,,Garden Shed Playhouse,,,5,6,,ID Checked,,,2015,https://www.myjobquote.co.uk/t/w-a-services,myjobquote
Shedly,,Garden Shed Playhouse,,,5,6,,ID Checked,,,2016,https://www.myjobquote.co.uk/t/shedly,myjobquote
Buffalo Gardening,,Garden Shed Playhouse,,,5,5,,ID Checked,,,Oct 2025,https://www.myjobquote.co.uk/t/buffalo-gardening,myjobquote
DD Building Services,,Garden Shed Playhouse,,,5,2,,ID Checked,,,2014,https://www.myjobquote.co.uk/t/dd-building-services-2,myjobquote
Brownes Property Improvements,,Garden Shed Playhouse,,,5,1,,ID Checked,,,2020,https://www.myjobquote.co.uk/t/brownes-property-improvements,myjobquote
Noka Landscaping & Driveways Services,,Garden Shed Playhouse,,,5,1,07451260815,ID Checked,,,2019,https://www.myjobquote.co.uk/t/noka-landscaping-driveways-services,myjobquote
Jones handy service&#039;s,,Garden Shed Playhouse,,,5,1,,ID Checked,,,Jul 2024,https://www.myjobquote.co.uk/t/jones-handy-services,myjobquote
TeamFix Handyman service,,Garden Shed Playhouse,,,5,1,,ID Checked,,,2024,https://www.myjobquote.co.uk/t/teamfix-handyman-service,myjobquote
WP Landscapes,,Garden Shed Playhouse,,,4,3,,ID Checked,,,2021,https://www.myjobquote.co.uk/t/wp-landscapes-2,myjobquote
Thegardenwow Limited,,Garden Shed Playhouse,,,5,3,,ID Checked,,,2023,https://www.myjobquote.co.uk/t/thegardenwow-limited,myjobquote
