company_name,owner_name,trade_type,location,website_url,overall_rating,review_count,phone,verification_status,services,coverage_area,member_since,profile_url,source_platform
W A Services,,Garden Clearance,,,5,6,,ID Checked,,,2015,https://www.myjobquote.co.uk/t/w-a-services,myjobquote
Ednimi Limited,,Garden Clearance,,,5,4,,ID Checked; Public Liability Insurance,,,2021,https://www.myjobquote.co.uk/t/ednimi-limited,myjobquote
Bespoke Landscaping Garden Services Ltd,,Garden Clearance,,,5,6,,ID Checked,,,2009,https://www.myjobquote.co.uk/t/bespoke-landscaping-garden-services-ltd,myjobquote
R B MAINTAINACE,,Garden Clearance,,,5,20,,ID Checked,,,2023,https://www.myjobquote.co.uk/t/r-b-maintainace,myjobquote
Ed & Bela Garden Services,,Garden Clearance,,,5,10,,ID Checked,,,May 2023,https://www.myjobquote.co.uk/t/ed-bela-garden-services,myjobquote
Daniel_sticlaru@yahoo.com,,Garden Clearance,,,5,21,,ID Checked,,,Apr 2025,https://www.myjobquote.co.uk/t/daniel-sticlaru-at-yahoocom,myjobquote
Darius driveway,,Garden Clearance,,,5,1,,,,,Apr 2024,https://www.myjobquote.co.uk/t/darius-driveway,myjobquote
Buffalo Gardening,,Garden Clearance,,,5,5,,ID Checked,,,Sep 2025,https://www.myjobquote.co.uk/t/buffalo-gardening,myjobquote
Sauleskians tree services and landscapes,,Garden Clearance,,,5,5,07418317206,ID Checked,,,2001,https://www.myjobquote.co.uk/t/sauleskians-tree-services-and-landscapes,myjobquote
DD Building Services,,Garden Clearance,,,5,2,,ID Checked,,,2014,https://www.myjobquote.co.uk/t/dd-building-services-2,myjobquote
TeamFix Handyman service,,Garden Clearance,,,5,1,,ID Checked,,,2024,https://www.myjobquote.co.uk/t/teamfix-handyman-service,myjobquote
Brownes Property Improvements,,Garden Clearance,,,4,1,,ID Checked,,,2020,https://www.myjobquote.co.uk/t/brownes-property-improvements,myjobquote
Evergreen,,Garden Clearance,,,5,1,,ID Checked,,,2000,https://www.myjobquote.co.uk/t/evergreen-17,myjobquote
2020 fencing and landscapes,,Garden Clearance,,,5,8,,ID Checked,,,Feb 2026,https://www.myjobquote.co.uk/t/2020-fencing-and-landscapes,myjobquote
WP Landscapes,,Garden Clearance,,,5,3,,ID Checked,,,2021,https://www.myjobquote.co.uk/t/wp-landscapes-2,myjobquote
Thegardenwow Limited,,Garden Clearance,,,5,3,,ID Checked,,,2023,https://www.myjobquote.co.uk/t/thegardenwow-limited,myjobquote
Adrian Gardens,,Garden Clearance,,,4,8,,ID Checked,,,2022,https://www.myjobquote.co.uk/t/adrian-gardens,myjobquote
Town and District Landscapes,,Garden Clearance,,,5,19,,ID Checked,,,1986,https://www.myjobquote.co.uk/t/town-and-district-landscapes,myjobquote
CJB Property Maintenance,,Garden Clearance,,,5,10,,ID Checked,,,2000,https://www.myjobquote.co.uk/t/cjb-property-maintenance,myjobquote
Sezers Outdoor Services,,Garden Clearance,,,5,3,,ID Checked,,,2020,https://www.myjobquote.co.uk/t/sezers-outdoor-services,myjobquote
ManjLandscapes Ltd,,Garden Clearance,,,5,22,,ID Checked,,,2019,https://www.myjobquote.co.uk/t/manjlandscapes-ltd,myjobquote
Ovidiu Borzos,,Garden Clearance,,,5,64,07418347483,ID Checked,,,1900,https://www.myjobquote.co.uk/t/ovidiu-borzos,myjobquote
v c garden fencing,,Garden Clearance,,,4.7,26,,ID Checked,,,1988,https://www.myjobquote.co.uk/t/v-c-garden-fencing,myjobquote
UTOS Group Limited,,Garden Clearance,,,5,22,,ID Checked,,,2011,https://www.myjobquote.co.uk/t/utos-group-limited,myjobquote
OGD Gardening,,Garden Clearance,,,5,10,,ID Checked,,,2018,https://www.myjobquote.co.uk/t/ogd-gardening,myjobquote
J Hanrahan Services,,Garden Clearance,,,5,1,,ID Checked,,,Nov 2022,https://www.myjobquote.co.uk/t/j-hanrahan-services,myjobquote
johnhume,,Garden Clearance,,,5,1,,ID Checked,,,1985,https://www.myjobquote.co.uk/t/johnhume,myjobquote
Jozsef Gomboci,,Garden Clearance,,,5,1,,ID Checked,,,2016,https://www.myjobquote.co.uk/t/jozsef-gomboci-1,myjobquote
LH Trees and Gardens,,Garden Clearance,,,5,24,,ID Checked,,,2021,https://www.myjobquote.co.uk/t/lh-trees-and-gardens,myjobquote
Regency Quality Building Services /Handyperson Services,,Garden Clearance,,,5,8,,ID Checked,,,1990,https://www.myjobquote.co.uk/t/regency-quality-building-services-handyperson-services,myjobquote
Access Trees,,Garden Clearance,,,5,5,,ID Checked,,,1998,https://www.myjobquote.co.uk/t/access-trees,myjobquote
Greenscapes Gardens Ltd,,Garden Clearance,,,5,4,,ID Checked,,,2024,https://www.myjobquote.co.uk/t/greenscapes-gardens-ltd,myjobquote
CS Trees,,Garden Clearance,,,5,4,07418317461,ID Checked,,,2019,https://www.myjobquote.co.uk/t/cs-trees,myjobquote
JQMD LTD,,Garden Clearance,,,5,3,,ID Checked; Public Liability Insurance,,,Jan 2026,https://www.myjobquote.co.uk/t/jqmd-ltd,myjobquote
Fibretec cleaning services,,Garden Clearance,,,5,2,,ID Checked,,,2017,https://www.myjobquote.co.uk/t/fibretec-cleaning-services,myjobquote
Jones handy service&#039;s,,Garden Clearance,,,5,1,,ID Checked,,,Oct 2024,https://www.myjobquote.co.uk/t/jones-handy-services,myjobquote
Pm gardens,,Garden Clearance,,,5,1,,ID Checked,,,Oct 2025,https://www.myjobquote.co.uk/t/pm-gardens-1,myjobquote
Tobias jessup,,Garden Clearance,,,5,1,,ID Checked,,,Mar 2026,https://www.myjobquote.co.uk/t/tobias-jessup,myjobquote
Calin,,Garden Clearance,,,5,10,,ID Checked; Public Liability Insurance,,,2014,https://www.myjobquote.co.uk/t/calin-5,myjobquote
The Tree Man,,Garden Clearance,,,5,6,,ID Checked,,,2017,https://www.myjobquote.co.uk/t/the-tree-man-1,myjobquote
Access Home Improvements,,Garden Clearance,,,5,4,,ID Checked,,,,https://www.myjobquote.co.uk/t/access-home-improvements,myjobquote
Surrey London Builds LTD,,Garden Clearance,,,5,1,,ID Checked,,,2025,https://www.myjobquote.co.uk/t/surrey-london-builds-ltd-1,myjobquote
DC Roofing and Property Maintenance,,Garden Clearance,,,5,2,,ID Checked,,,Aug 2025,https://www.myjobquote.co.uk/t/dc-roofing-and-property-maintenance-2,myjobquote
EagleEye,,Garden Clearance,,,5,6,,ID Checked,,,Sep 2025,https://www.myjobquote.co.uk/t/eagleeye,myjobquote
Task plan development ltd,,Garden Clearance,,,5,2,,ID Checked,,,2014,https://www.myjobquote.co.uk/t/task-plan-development-ltd,myjobquote
