company_name,owner_name,trade_type,location,website_url,overall_rating,review_count,phone,verification_status,services,coverage_area,member_since,profile_url,source_platform
Julian MasterKraft,,Plasterer,,,4.9,80,07418369622,ID Checked; Public Liability Insurance,,,2010,https://www.myjobquote.co.uk/t/julian-masterkraft,myjobquote
Milano Home Improvements,,Plasterer,,,5,43,07451260666,ID Checked; Public Liability Insurance,,,2018,https://www.myjobquote.co.uk/t/milano-home-improvements,myjobquote
Jones plasterers,,Plasterer,,,5,41,,ID Checked,,,1998,https://www.myjobquote.co.uk/t/jones-plasterers,myjobquote
R & G Plastering,,Plasterer,,,5,24,,ID Checked,,,1999,https://www.myjobquote.co.uk/t/r-g-plastering,myjobquote
V plastering,,Plasterer,,,5,21,,ID Checked; Public Liability Insurance,,,2013,https://www.myjobquote.co.uk/t/v-plastering,myjobquote
Lukasz,,Plasterer,,,5,11,07418361230,ID Checked,,,2016,https://www.myjobquote.co.uk/t/lukasz-7,myjobquote
Jordan John-Phillip,,Plasterer,,,5,9,07451260886,ID Checked,,,2014,https://www.myjobquote.co.uk/t/jordan-john-phillip,myjobquote
Aaron The plasterer,,Plasterer,,,5,8,,ID Checked,,,2010,https://www.myjobquote.co.uk/t/aaron-the-plasterer-2,myjobquote
TC Plastering & Decorating,,Plasterer,,,5,6,,ID Checked,,,2010,https://www.myjobquote.co.uk/t/tc-plastering-decorating,myjobquote
"""Trust Erik&#039;s hands""",,Plasterer,,,5,4,,ID Checked,,,2017,https://www.myjobquote.co.uk/t/trust-eriks-hands,myjobquote
ART-Plastering,,Plasterer,,,5,4,,ID Checked,,,Nov 2024,https://www.myjobquote.co.uk/t/art-plastering,myjobquote
Spreadplasteringservices,,Plasterer,,,5,2,,ID Checked,,,1979,https://www.myjobquote.co.uk/t/spreadplasteringservices,myjobquote
Marian,,Plasterer,,,5,2,07418318898,ID Checked,,,2013,https://www.myjobquote.co.uk/t/marian-84,myjobquote
Clement Plastering,,Plasterer,,,5,1,,ID Checked; Public Liability Insurance,,,May 2025,https://www.myjobquote.co.uk/t/clement-plastering,myjobquote
AS plastering,,Plasterer,,,5,1,,ID Checked,,,2025,https://www.myjobquote.co.uk/t/as-plastering-4,myjobquote
Pubble Plastering,,Plasterer,,,5,1,,ID Checked; Public Liability Insurance,,,Feb 2026,https://www.myjobquote.co.uk/t/pubble-plastering,myjobquote
Dcb plastering services,,Plasterer,,,5,1,,ID Checked,,,2016,https://www.myjobquote.co.uk/t/dcb-plastering-services,myjobquote
Chris,,Plasterer,,,5,8,07451260594,ID Checked,,,Jan 2024,https://www.myjobquote.co.uk/t/chris-149,myjobquote
RJs Drylining,,Plasterer,,,5,4,,ID Checked,,,2023,https://www.myjobquote.co.uk/t/rjs-drylining,myjobquote
All weeks plastering,,Plasterer,,,4,3,,ID Checked,,,2020,https://www.myjobquote.co.uk/t/all-weeks-plastering,myjobquote
Plastering,,Plasterer,,,5,3,,ID Checked,,,2015,https://www.myjobquote.co.uk/t/plastering-17,myjobquote
SEG Walls & Ceilings,,Plasterer,,,5,3,,ID Checked,,,Feb 2022,https://www.myjobquote.co.uk/t/seg-walls-ceilings,myjobquote
L A Plastering,,Plasterer,,,5,14,,ID Checked,,,1980,https://www.myjobquote.co.uk/t/l-a-plastering,myjobquote
Denis,,Plasterer,,,5,10,,ID Checked,,,2015,https://www.myjobquote.co.uk/t/denis-36,myjobquote
Andrei,,Plasterer,,,5,4,,ID Checked,,,Jan 2024,https://www.myjobquote.co.uk/t/andrei-53,myjobquote
Gilbertdecorators ltd,,Plasterer,,,5,2,,ID Checked,,,2007,https://www.myjobquote.co.uk/t/gilbertdecorators-ltd,myjobquote
Julianmeza,,Plasterer,,,5,5,,ID Checked,,,2025,https://www.myjobquote.co.uk/t/julianmeza,myjobquote
Ras building contractors,,Plasterer,,,5,5,,ID Checked,,,1999,https://www.myjobquote.co.uk/t/ras-building-contractors,myjobquote
Ionutbogdan,,Plasterer,,,5,1,,ID Checked,,,Oct 2019,https://www.myjobquote.co.uk/t/ionutbogdan,myjobquote
Oval Builders,,Plasterer,,,5,2,,ID Checked,,,2023,https://www.myjobquote.co.uk/t/oval-builders,myjobquote
Kamber,,Plasterer,,,5,3,07418367392,ID Checked,,,Aug 2023,https://www.myjobquote.co.uk/t/kamber-1,myjobquote
Howdens Roofing and Building Ltd,,Plasterer,,,5,2,07418349032,ID Checked,,,Jan 2023,https://www.myjobquote.co.uk/t/howdens-roofing-and-building-ltd,myjobquote
Hnl refurbishments,,Plasterer,,,4,44,,ID Checked,,,2016,https://www.myjobquote.co.uk/t/hnl-refurbishments,myjobquote
Mario the Happy  Builder,,Plasterer,,,5,17,07451279218,ID Checked,,,2006,https://www.myjobquote.co.uk/t/mario-the-happy-builder,myjobquote
Kara Plastering & Rendering Ltd,,Plasterer,,,5,2,,ID Checked,,,Oct 2020,https://www.myjobquote.co.uk/t/kara-plastering-rendering-ltd,myjobquote
CATALIN DANU,,Plasterer,,,5,4,,ID Checked,,,2007,https://www.myjobquote.co.uk/t/catalin-danu,myjobquote
Happyhome building services ltd,,Plasterer,,,5,6,,ID Checked,,,2005,https://www.myjobquote.co.uk/t/happyhome-building-services-ltd,myjobquote
El-khalil,,Plasterer,,,5,4,,ID Checked,,,Jul 2019,https://www.myjobquote.co.uk/t/el-khalil,myjobquote
m jennings,,Plasterer,,,5,2,,ID Checked,,,Sep 2025,https://www.myjobquote.co.uk/t/m-jennings,myjobquote
Holder Property Maintenance,,Plasterer,,,5,1,,ID Checked,,,Mar 2016,https://www.myjobquote.co.uk/t/holder-property-maintenance,myjobquote
JKDunbar ltd,,Plasterer,,,5,1,,ID Checked; Public Liability Insurance,,,,https://www.myjobquote.co.uk/t/jkdunbar-ltd,myjobquote
Ylli Murati Construction,,Plasterer,,,5,2,,ID Checked,,,Jan 2026,https://www.myjobquote.co.uk/t/ylli-murati-construction,myjobquote
Saint Js Traders,,Plasterer,,,4,2,,ID Checked,,,2025,https://www.myjobquote.co.uk/t/saint-js-traders,myjobquote
AP Building and Construction Ltd,,Plasterer,,,5,4,,ID Checked; Public Liability Insurance,,,2020,https://www.myjobquote.co.uk/t/ap-building-and-construction-ltd,myjobquote
Higgins&Coltd,,Plasterer,,,4.9,19,,ID Checked,,,2012,https://www.myjobquote.co.uk/t/higginscoltd,myjobquote
Wall 2 wall plastering,,Plasterer,,,3.3,3,,ID Checked,,,1995,https://www.myjobquote.co.uk/t/wall-2-wall-plastering-1,myjobquote
D&M Plastering&Decorating,,Plasterer,,,5,4,,ID Checked,,,2020,https://www.myjobquote.co.uk/t/dm-plasteringdecorating,myjobquote
Alboz Rendering LTD,,Plasterer,,,3,1,,ID Checked,,,2021,https://www.myjobquote.co.uk/t/alboz-rendering-ltd,myjobquote
E17 Building Services Ltd,,Plasterer,,,3,1,,ID Checked,,,2012,https://www.myjobquote.co.uk/t/e17-building-services-ltd,myjobquote
Dommett Plastering,,Plasterer,,,4.68,0,,ID Checked,,,2006,https://www.myjobquote.co.uk/t/dommett-plastering,myjobquote
Adeplast Limited,,Plasterer,,,4.68,0,,ID Checked,,,2012,https://www.myjobquote.co.uk/t/adeplast-limited,myjobquote
Basil,,Plasterer,,,4.68,0,,ID Checked,,,Jan 2025,https://www.myjobquote.co.uk/t/basil-3,myjobquote
Basil,,Plasterer,,,4.68,0,,ID Checked,,,2005,https://www.myjobquote.co.uk/t/highgate-elite-decorating,myjobquote
Ideal referhment,,Plasterer,,,4.68,0,,ID Checked,,,Oct 2025,https://www.myjobquote.co.uk/t/ideal-referhment,myjobquote
Ideal referhment,,Plasterer,,,4.68,0,,ID Checked,,,2025,https://www.myjobquote.co.uk/t/mould-reaper,myjobquote
Cristian Ionut,,Plasterer,,,4.68,0,,ID Checked,,,Dec 2025,https://www.myjobquote.co.uk/t/cristian-ionut-1,myjobquote
Buildbird Ltd,,Plasterer,,,4.68,0,,ID Checked,,,Nov 2025,https://www.myjobquote.co.uk/t/buildbird-ltd,myjobquote
David plastering,,Plasterer,,,4.68,0,,ID Checked,,,2017,https://www.myjobquote.co.uk/t/david-plastering,myjobquote
First Renderers Ltd,,Plasterer,,,4.68,0,,ID Checked,,,2013,https://www.myjobquote.co.uk/t/first-renderers-ltd,myjobquote
Plastering ltd,,Plasterer,,,4.68,0,,,,,2025,https://www.myjobquote.co.uk/t/plastering-ltd-3,myjobquote
S&c company,,Plasterer,,,4.68,0,,ID Checked,,,2014,https://www.myjobquote.co.uk/t/sc-company,myjobquote
S&c company,,Plasterer,,,4.68,0,,ID Checked,,,Jan 2019,https://www.myjobquote.co.uk/t/dpf-interiors-ltd,myjobquote
DPF INTERIORS LTD,,Plasterer,,,4.68,0,,ID Checked,,,2018,https://www.myjobquote.co.uk/t/majestic-plaster,myjobquote
Manga,,Plasterer,,,4.68,0,,ID Checked,,,Feb 2023,https://www.myjobquote.co.uk/t/manga-1,myjobquote
Manga,,Plasterer,,,4.68,0,,,,,1900,https://www.myjobquote.co.uk/t/casaone,myjobquote
DH Plastering,,Plasterer,,,4.68,0,,,,,Dec 2024,https://www.myjobquote.co.uk/t/dh-plastering-16,myjobquote
Inside and outdoor construction LTD,,Plasterer,,,4.68,0,,ID Checked; Public Liability Insurance,,,Mar 2026,https://www.myjobquote.co.uk/t/inside-and-outdoor-construction-ltd,myjobquote
Vicentiu,,Plasterer,,,4.68,0,,ID Checked; Public Liability Insurance,,,Jan 2025,https://www.myjobquote.co.uk/t/vicentiu,myjobquote
Vicentiu,,Plasterer,,,4.68,0,,ID Checked,,,2017,https://www.myjobquote.co.uk/t/arnis-buildersltd,myjobquote
Cedric,,Plasterer,,,4.68,0,,ID Checked,,,May 2022,https://www.myjobquote.co.uk/t/cedric-3,myjobquote
Cedric,,Plasterer,,,4.68,0,,ID Checked,,,2009,https://www.myjobquote.co.uk/t/mansbs,myjobquote
Mohammed,,Plasterer,,,4.68,0,,ID Checked,,,May 2022,https://www.myjobquote.co.uk/t/mohammed-16,myjobquote
Mohammed,,Plasterer,,,4.68,0,,ID Checked,,,2003,https://www.myjobquote.co.uk/t/profinish-3,myjobquote
naseri,,Plasterer,,,4.68,0,,ID Checked,,,Aug 2024,https://www.myjobquote.co.uk/t/naseri,myjobquote
naseri,,Plasterer,,,4.68,0,,,,,Mar 2023,https://www.myjobquote.co.uk/t/ddplastering-ltd,myjobquote
Ddplastering ltd,,Plasterer,,,4.68,0,,,,,2022,https://www.myjobquote.co.uk/t/ali-plaster,myjobquote
Plaster time,,Plasterer,,,4.68,0,,ID Checked,,,Jun 2022,https://www.myjobquote.co.uk/t/plaster-time,myjobquote
Plaster time,,Plasterer,,,4.68,0,,ID Checked,,,Sep 2023,https://www.myjobquote.co.uk/t/liviu-27,myjobquote
Liviu,,Plasterer,,,4.68,0,,ID Checked,,,Mar 2025,https://www.myjobquote.co.uk/t/sam-builders-3,myjobquote
RAF plastering,,Plasterer,,,4.68,0,,ID Checked,,,2003,https://www.myjobquote.co.uk/t/raf-plastering,myjobquote
