company_name,owner_name,trade_type,location,website_url,overall_rating,review_count,phone,verification_status,services,coverage_area,member_since,profile_url,source_platform
Piotr Trojszczak,,Gas Fire,,,4.8,10,,ID Checked; Public Liability Insurance,,,1999,https://www.myjobquote.co.uk/t/piotr-trojszczak,myjobquote
Princefix Solutions LTD,,Gas Fire,,,5,38,,ID Checked; Public Liability Insurance,,,2024,https://www.myjobquote.co.uk/t/princefix-solutions-ltd,myjobquote
Pierce Project Ltd,,Gas Fire,,,5,9,,ID Checked,,,2005,https://www.myjobquote.co.uk/t/pierce-project-ltd,myjobquote
Briand Jukaj,,Gas Fire,,,5,2,,ID Checked,,,2014,https://www.myjobquote.co.uk/t/briand-jukaj,myjobquote
Gsafe Plumbing&Heating Exclusive Limited,,Gas Fire,,,5,20,,ID Checked,,,2024,https://www.myjobquote.co.uk/t/gsafe-plumbingheating-exclusive-limited,myjobquote
Prostar Plumbing Services,,Gas Fire,,,5,20,07451260949,ID Checked,,,2024,https://www.myjobquote.co.uk/t/prostar-plumbing-services,myjobquote
Ayoubi&#039;s Dream Bathroom,,Gas Fire,,,5,17,,ID Checked,,,2000,https://www.myjobquote.co.uk/t/ayoubis-dream-bathroom,myjobquote
Heat+,,Gas Fire,,,5,11,07451260899,ID Checked,,,2013,https://www.myjobquote.co.uk/t/heat,myjobquote
Paceheating&plumbing,,Gas Fire,,,5,8,,ID Checked; Public Liability Insurance,,,2017,https://www.myjobquote.co.uk/t/paceheatingplumbing,myjobquote
HPlumbingandGas,,Gas Fire,,,4,7,,ID Checked,,,Oct 2019,https://www.myjobquote.co.uk/t/hplumbingandgas,myjobquote
Austin Ehibochie,,Gas Fire,,,5,6,,ID Checked,,,Dec 2023,https://www.myjobquote.co.uk/t/austin-ehibochie,myjobquote
Brit x plumber,,Gas Fire,,,5,6,,ID Checked,,,Jan 2026,https://www.myjobquote.co.uk/t/brit-x-plumber,myjobquote
inFinnerty Gas Limited,,Gas Fire,,,5,5,,ID Checked; Public Liability Insurance,,,2026,https://www.myjobquote.co.uk/t/infinnerty-gas-limited,myjobquote
D Burgess Domestic Gas & Htg,,Gas Fire,,,5,4,,ID Checked,,,2025,https://www.myjobquote.co.uk/t/d-burgess-domestic-gas-htg,myjobquote
Blue flame cms ltd,,Gas Fire,,,5,4,,ID Checked,,,May 2025,https://www.myjobquote.co.uk/t/blue-flame-cms-ltd,myjobquote
Platinum Gas Solutions Ltd,,Gas Fire,,,5,2,,ID Checked; Public Liability Insurance,,,Apr 2025,https://www.myjobquote.co.uk/t/platinum-gas-solutions-ltd,myjobquote
Big Boss Property services ltd,,Gas Fire,,,5,2,,ID Checked; Public Liability Insurance,,,Jun 2025,https://www.myjobquote.co.uk/t/big-boss-property-services-ltd,myjobquote
C & C Plumbing  & Heating,,Gas Fire,,,4,2,,ID Checked,,,1986,https://www.myjobquote.co.uk/t/c-c-plumbing-heating,myjobquote
Rapid flow heating and plumbing,,Gas Fire,,,5,2,,ID Checked; Public Liability Insurance,,,Jun 2025,https://www.myjobquote.co.uk/t/rapid-flow-heating-and-plumbing,myjobquote
London Heating Solutions,,Gas Fire,,,4,1,,ID Checked,,,Feb 2026,https://www.myjobquote.co.uk/t/london-heating-solutions,myjobquote
Stopleak heating and plumbing,,Gas Fire,,,5,1,,ID Checked,,,2018,https://www.myjobquote.co.uk/t/stopleak-heating-and-plumbing,myjobquote
Powerflow Plumbing and Heating,,Gas Fire,,,5,7,,ID Checked,,,2024,https://www.myjobquote.co.uk/t/powerflow-plumbing-and-heating,myjobquote
FTG Exclusives Ltd.,,Gas Fire,,,4,6,,ID Checked; Public Liability Insurance,,,2024,https://www.myjobquote.co.uk/t/ftg-exclusives-ltd,myjobquote
Gasdoc,,Gas Fire,,,5,3,,ID Checked,,,Apr 2025,https://www.myjobquote.co.uk/t/gasdoc,myjobquote
London Gas Services,,Gas Fire,,,5,3,,ID Checked; Public Liability Insurance,,,2021,https://www.myjobquote.co.uk/t/london-gas-services-1,myjobquote
Heat Care Installation Ltd,,Gas Fire,,,5,1,,ID Checked,,,Jul 2023,https://www.myjobquote.co.uk/t/heat-care-installation-ltd,myjobquote
Quality plumbing and heating,,Gas Fire,,,5,1,,ID Checked,,,Mar 2025,https://www.myjobquote.co.uk/t/quality-plumbing-and-heating,myjobquote
Silver Cloud Services,,Gas Fire,,,5,28,07418365726,ID Checked; Public Liability Insurance,,,2013,https://www.myjobquote.co.uk/t/silver-cloud-services,myjobquote
BB Brick & Beam Construction Ltd,,Gas Fire,,,4.9,43,,ID Checked; Public Liability Insurance,,,2012,https://www.myjobquote.co.uk/t/bb-brick-beam-construction-ltd,myjobquote
Clark Gas Services,,Gas Fire,,,4.9,36,,ID Checked,,,2019,https://www.myjobquote.co.uk/t/clark-gas-services,myjobquote
PT Plumbing & Gas,,Gas Fire,,,4.3,161,,ID Checked,,,2012,https://www.myjobquote.co.uk/t/pt-plumbing-gas,myjobquote
Prominent Property Maintenance,,Gas Fire,,,4.9,23,,ID Checked,,,2021,https://www.myjobquote.co.uk/t/prominent-property-maintenance,myjobquote
Prestige Plumbers,,Gas Fire,,,4.7,31,,ID Checked,,,2015,https://www.myjobquote.co.uk/t/prestige-plumbers,myjobquote
Eco plumbing and heating,,Gas Fire,,,5,19,07418319276,ID Checked,,,2004,https://www.myjobquote.co.uk/t/eco-plumbing-and-heating,myjobquote
B D plumbing and heating,,Gas Fire,,,5,3,,ID Checked; Public Liability Insurance,,,2010,https://www.myjobquote.co.uk/t/b-d-plumbing-and-heating-1,myjobquote
Kieran Johnson,,Gas Fire,,,5,1,,ID Checked,,,Oct 2025,https://www.myjobquote.co.uk/t/kieran-johnson-1,myjobquote
Gas guru&#039;s,,Gas Fire,,,5,1,,ID Checked,,,Nov 2023,https://www.myjobquote.co.uk/t/gas-gurus,myjobquote
winter blistz construction,,Gas Fire,,,5,1,,ID Checked,,,Jan 2024,https://www.myjobquote.co.uk/t/winter-blistz-construction,myjobquote
Khanky’s Gas and Heating,,Gas Fire,,,5,5,,ID Checked,,,2024,https://www.myjobquote.co.uk/t/khankys-gas-and-heating,myjobquote
Robert Rainko,,Gas Fire,,,4,3,,ID Checked,,,Nov 2024,https://www.myjobquote.co.uk/t/robert-rainko,myjobquote
Bastins Plumbing & Heating,,Gas Fire,,,4.7,6,,ID Checked,,,,https://www.myjobquote.co.uk/t/bastins-plumbing-heating,myjobquote
J K Love property maintenance,,Gas Fire,,,4,89,,ID Checked; Public Liability Insurance,,,2023,https://www.myjobquote.co.uk/t/j-k-love-property-maintenance,myjobquote
Eclipse Heating Ltd,,Gas Fire,,,5,9,,ID Checked,,,2020,https://www.myjobquote.co.uk/t/eclipse-heating-ltd,myjobquote
Richeeco,,Gas Fire,,,4,2,,ID Checked; Public Liability Insurance,,,2015,https://www.myjobquote.co.uk/t/richeeco,myjobquote
Alpha plumbers,,Gas Fire,,,5,2,,ID Checked,,,2020,https://www.myjobquote.co.uk/t/alpha-plumbers,myjobquote
Plumbfix365 Plumbing & Heating,,Gas Fire,,,5,1,,ID Checked; Public Liability Insurance,,,2009,https://www.myjobquote.co.uk/t/plumbfix365-plumbing-heating,myjobquote
MIS Plumbing & Heating LTD,,Gas Fire,,,5,1,,ID Checked; Public Liability Insurance,,,2019,https://www.myjobquote.co.uk/t/mis-plumbing-heating-ltd,myjobquote
JDM Plumbing and Gas,,Gas Fire,,,5,65,,ID Checked,,,2018,https://www.myjobquote.co.uk/t/jdm-plumbing-and-gas,myjobquote
ABB Plumbing & Gas,,Gas Fire,,,5,26,07418364217,ID Checked,,,2005,https://www.myjobquote.co.uk/t/abb-plumbing-gas,myjobquote
Amphibious Heating,,Gas Fire,,,5,3,,ID Checked,,,2020,https://www.myjobquote.co.uk/t/amphibious-heating,myjobquote
KP Plumbing Service,,Gas Fire,,,5,14,,ID Checked,,,Sep 2024,https://www.myjobquote.co.uk/t/kp-plumbing-service,myjobquote
Pressure Point P&H,,Gas Fire,,,5,14,,ID Checked,,,2023,https://www.myjobquote.co.uk/t/pressure-point-ph,myjobquote
Pioneer Plumbers,,Gas Fire,,,5,10,,ID Checked,,,2020,https://www.myjobquote.co.uk/t/pioneer-plumbers,myjobquote
