company_name,owner_name,trade_type,location,website_url,overall_rating,review_count,phone,verification_status,services,coverage_area,member_since,profile_url,source_platform
Regent roofing services Limited,,Roofer,,,4.6,35,,ID Checked,,,2016,https://www.myjobquote.co.uk/t/regent-roofing-services-limited,myjobquote
Bright Day Services,,Roofer,,,5,33,07441473219,ID Checked,,,2015,https://www.myjobquote.co.uk/t/bright-day-services,myjobquote
Marius,,Roofer,,,5,13,,ID Checked,,,2005,https://www.myjobquote.co.uk/t/marius-9,myjobquote
Berkeley Roofing and Building,,Roofer,,,5,8,,ID Checked,,,2000,https://www.myjobquote.co.uk/t/berkeley-roofing-and-building-1,myjobquote
London Town Roofing,,Roofer,,,5,8,,ID Checked,,,1987,https://www.myjobquote.co.uk/t/london-town-roofing,myjobquote
Executive roofing and building services,,Roofer,,,5,7,,ID Checked,,,Feb 2024,https://www.myjobquote.co.uk/t/executive-roofing-and-building-services,myjobquote
Fox CONTRACTS,,Roofer,,,5,6,07418317065,ID Checked,,,1982,https://www.myjobquote.co.uk/t/fox-contracts,myjobquote
to repair and installation,,Roofer,,,5,6,07418367597,ID Checked,,,2025,https://www.myjobquote.co.uk/t/to-repair-and-installation,myjobquote
Hoodrich Roofing,,Roofer,,,4,5,,ID Checked,,,2014,https://www.myjobquote.co.uk/t/hoodrich-roofing,myjobquote
Roof MOT Limited,,Roofer,,,5,4,,ID Checked,,,1955,https://www.myjobquote.co.uk/t/roof-mot-limited,myjobquote
Hybrid Roofing,,Roofer,,,5,4,,ID Checked; Public Liability Insurance,,,Sep 2025,https://www.myjobquote.co.uk/t/hybrid-roofing,myjobquote
SD Roofing & Building Ltd,,Roofer,,,5,4,,ID Checked,,,2020,https://www.myjobquote.co.uk/t/sd-roofing-building-ltd-1,myjobquote
Goldstar roofing uk Ltd,,Roofer,,,4,3,,ID Checked,,,1987,https://www.myjobquote.co.uk/t/goldstar-roofing-uk-ltd,myjobquote
Low cost roofing ltd,,Roofer,,,5,2,,ID Checked,,,Jun 2019,https://www.myjobquote.co.uk/t/low-cost-roofing-ltd,myjobquote
heritage roof and build,,Roofer,,,5,1,,ID Checked,,,2026,https://www.myjobquote.co.uk/t/heritage-roof-and-build,myjobquote
Havering Roofing and Building Ltd,,Roofer,,,5,44,,ID Checked; Public Liability Insurance,,,2019,https://www.myjobquote.co.uk/t/havering-roofing-and-building-ltd,myjobquote
